City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
524,natal,BR,82.62,few clouds,-5.795,-35.2094,Villa Park Hotel | Natal
525,mantua,IT,40.51,overcast clouds,45.1667,10.7833,Hotel la Favorita
527,stornoway,GB,42.93,broken clouds,58.2093,-6.3865,Caladh Inn
528,coahuayana,MX,86.9,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
529,cabedelo,BR,81.27,few clouds,-6.9811,-34.8339,Hotel Pigalle
531,la romana,DO,82.76,scattered clouds,18.4273,-68.9728,Casa de Campo Resort and Villas
532,tukrah,LY,57.34,broken clouds,32.5341,20.5791,Lagrota restaurant
534,ngawi,ID,74.86,overcast clouds,-7.4038,111.4461,"""G.W.A. KOST"" NGAWI"
535,hasaki,JP,43.2,overcast clouds,35.7333,140.8333,Hotel Sunrise Choshi
536,bilma,NE,53.76,clear sky,18.6853,12.9164,Expeditions Ténére voyages
537,san agustin,MX,81.52,broken clouds,20.5333,-103.4667,Motel Garden
538,caceres,ES,47.8,scattered clouds,39.522,-6.3748,Ahc Hoteles
540,shimoda,JP,47.1,broken clouds,34.6667,138.95,Shimoda Tokyu Hotel
543,husavik,IS,42.71,overcast clouds,66.0449,-17.3389,Bjarnabúð
544,nhulunbuy,AU,83.01,overcast clouds,-12.2333,136.7667,East Arnhem Real Estate
546,monte aprazivel,BR,79.45,scattered clouds,-20.7725,-49.7142,Torres Palace Hotel
548,mount isa,AU,89.37,scattered clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
549,suratgarh,IN,53.87,clear sky,29.3167,73.9,Maharaja Hotel
554,gizo,SB,82.69,moderate rain,-8.103,156.8419,Imagination Island
555,coquimbo,CL,69.53,clear sky,-29.9533,-71.3436,Hostel Del Puerto
556,kawalu,ID,72.1,overcast clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
558,sawakin,SD,77.95,few clouds,19.1059,37.3321,فندق الدويم
559,guapimirim,BR,72.64,overcast clouds,-22.5372,-42.9819,Hostel Guapi
560,port alberni,CA,47.91,overcast clouds,49.2413,-124.8028,Somass Motel & RV
561,haapiti,PF,83.93,moderate rain,-17.5667,-149.8667,Linareva Moorea Beach Resort
564,sri aman,MY,75.25,light rain,1.2376,111.4621,Seri Simanggang Hotel
565,linhares,BR,74.75,overcast clouds,-19.3911,-40.0722,Hotel Conceição
568,kongoussi,BF,69.85,few clouds,13.3258,-1.5347,Hôtel La Sagesse
570,manggar,ID,78.49,overcast clouds,-2.8833,108.2667,Guest Hotel
572,assomada,CV,67.55,overcast clouds,15.1,-23.6833,Residencial Cosmos
573,dwarka,IN,65.44,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
575,saraipali,IN,64.22,scattered clouds,21.3333,83.0,UTTAR KUMAR SIDAR
576,honiara,SB,83.88,overcast clouds,-9.4333,159.95,Heritage Park Hotel
577,mastic,US,42.94,light rain,40.802,-72.8409,Southaven County Park Campground
578,blackburn,GB,44.37,broken clouds,53.75,-2.4833,Kings Hotel Blackburn
579,luganville,VU,84.79,broken clouds,-15.5333,167.1667,The Espiritu Hotel
580,hithadhoo,MV,81.25,scattered clouds,-0.6,73.0833,Scoop Guest House
582,hastings,GB,41.81,broken clouds,50.8552,0.5729,Zanzibar Hotel
585,brodick,GB,40.84,broken clouds,55.5754,-5.1472,The Douglas Hotel
589,vila,PT,47.75,light rain,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
590,morehead,US,40.1,clear sky,37.2711,-87.1764,CCI Express Inn
592,baiao,BR,73.17,overcast clouds,-2.7906,-49.6717,Hotel Eurosono
593,caruaru,BR,74.86,broken clouds,-8.2833,-35.9761,Hotel Central
595,doha,QA,60.78,clear sky,25.2867,51.5333,Movenpick Hotel Doha
596,corinto,GR,53.46,scattered clouds,37.9407,22.9573,Ephira Hotel
597,coffs harbour,AU,78.76,overcast clouds,-30.3,153.1333,Aquajet Motel
598,yangjiang,CN,60.22,broken clouds,21.85,111.9667,HUALUXE Yangjiang City Center
599,villamontes,BO,89.01,overcast clouds,-21.25,-63.5,Hotel Raldes
601,ilhabela,BR,71.01,overcast clouds,-23.7781,-45.3581,Ilha Flat Hotel
602,conde,BR,79.47,few clouds,-7.2597,-34.9075,Pousada Beija Flor
605,yeola,IN,59.07,clear sky,20.0333,74.4833,Prakash Watch
606,marsh harbour,BS,75.0,broken clouds,26.5412,-77.0636,Abaco Beach Resort
608,klaksvik,FO,43.72,broken clouds,62.2266,-6.589,Airbnb rooms
609,poli,TZ,61.09,overcast clouds,-3.3333,36.8,Urafiki House
619,seminole,US,79.11,scattered clouds,28.7086,-81.2081,Ono Hot Dog Cart and Catering
620,sechura,PE,80.71,broken clouds,-5.5569,-80.8222,Hospedaje Costa Bella
621,grindavik,IS,40.95,heavy intensity rain,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
622,sabang,ID,80.37,broken clouds,5.8933,95.3214,Hotel Citra
623,port hardy,CA,51.76,overcast clouds,50.6996,-127.4199,Airport Inn
624,vagur,FO,44.01,overcast clouds,61.4732,-6.8119,Budget Guesthouse Borgustova
625,ahuimanu,US,78.85,clear sky,21.4447,-157.8378,Paradise Bay Resort
626,gigmoto,PH,77.32,overcast clouds,13.7796,124.39,Cj's Travellers Inn
628,clarence town,AU,80.15,few clouds,-32.5833,151.7833,River Downs Cottage
629,cap malheureux,MU,77.47,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
631,magdalena,PH,75.18,few clouds,14.1999,121.429,Samparada & Gestiada Residences
632,dunedin,NZ,63.79,broken clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
633,byron bay,AU,77.88,few clouds,-28.65,153.6167,Backpackers Inn
634,frontera,MX,73.33,scattered clouds,26.9333,-101.45,Casagrande Hotel
637,cahors,FR,46.15,overcast clouds,44.4167,1.3333,Les Gîtes du Colombier
639,hirara,JP,66.47,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
640,bogalusa,US,80.65,scattered clouds,30.791,-89.8487,Traveler's Rest Motel
641,grahamstown,ZA,66.0,scattered clouds,-33.3042,26.5328,Bartholomew's Loft
643,elizabeth city,US,66.4,scattered clouds,36.2946,-76.2511,Hampton Inn Elizabeth City
644,sola,VU,82.58,overcast clouds,-13.8833,167.55,Leumerus Bungalows
646,jibuti,DJ,69.67,scattered clouds,11.5,42.5,Orchid Main Camp Goubet
647,kapoeta,SS,83.86,clear sky,4.7717,33.5903,Eastgate Hotel
648,padang,ID,77.05,light rain,-0.9492,100.3543,Mercure Padang
651,launceston,AU,67.64,broken clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
652,oratorio,GT,77.85,broken clouds,14.2281,-90.1758,Casa-Hotel Doña María
653,bhag,PK,56.3,clear sky,29.0415,67.8239,Bukhari hotl
654,poplar bluff,US,44.33,overcast clouds,36.757,-90.3929,Holiday Inn Poplar Bluff
655,santa maria,BR,83.5,few clouds,-29.6842,-53.8069,Hotel Morotin
656,acapulco,MX,84.22,broken clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
657,axim,GH,81.05,broken clouds,4.8699,-2.2405,Axim Beach Resort And Spa
658,pontianak,ID,75.18,overcast clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
659,paita,PE,74.5,broken clouds,-5.0892,-81.1144,Hotel Náutico de Paita
661,brigantine,US,43.09,moderate rain,39.4101,-74.3646,Legacy Vacation Resorts - Brigantine Beach
662,sibu,MY,73.33,overcast clouds,2.3,111.8167,RH HOTEL (4 Star)
664,le vauclin,MQ,75.25,broken clouds,14.5452,-60.8388,Hôtel Cap Macabou
666,olbia,IT,51.85,scattered clouds,40.9214,9.4856,Hotel Centrale Olbia
667,alice springs,AU,81.95,clear sky,-23.7,133.8833,Desert Palms Alice Springs
668,plymouth,US,47.84,overcast clouds,41.8334,-70.8328,Rodeway Inn Middleboro-Plymouth
670,bellavista,PE,87.3,overcast clouds,-7.0561,-76.5911,Hospedaje Bella Durmiente
671,killybegs,IE,45.45,light rain,54.6333,-8.45,Tara Hotel
673,gerash,IR,50.49,clear sky,27.6652,54.1371,Sa'adat House Gerash
674,ambon,ID,75.34,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
675,alyangula,AU,82.27,scattered clouds,-13.8483,136.4192,Groote Eylandt Lodge
676,ixtapa,MX,85.28,broken clouds,20.7,-105.2,Hotel Plaza Providencia
677,sao jose da coroa grande,BR,79.79,clear sky,-8.8978,-35.1478,Crôa Mares Hotel
678,bowen,AU,79.02,scattered clouds,-20.0167,148.2333,Castle Motor Lodge Motel
680,kimbe,PG,78.73,light rain,-5.5502,150.1429,Kimbe Bay Hotel
681,nchelenge,ZM,70.16,overcast clouds,-9.3451,28.734,KD Travellers Home
682,lethem,GY,86.41,overcast clouds,3.3803,-59.7968,Savannah Inn
687,san quintin,MX,64.74,broken clouds,30.4833,-115.95,Don Eddie's Landing
688,salinopolis,BR,77.95,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
689,bandarbeyla,SO,75.63,few clouds,9.4942,50.8122,JABIR HOTEL
691,port hedland,AU,78.85,clear sky,-20.3167,118.5667,"The Esplanade Hotel (Accommodation section closed for refurbishment - Bar, Restaurant & Functions remain open)"
692,bubaque,GW,80.42,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
693,madisonville,US,40.21,overcast clouds,37.3281,-87.4989,Days Inn by Wyndham Madisonville
694,imbituba,BR,70.5,overcast clouds,-28.24,-48.6703,Praia Hotel Imbituba
696,kloulklubed,PW,82.44,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
698,saint-pierre,RE,76.68,clear sky,-21.3393,55.4781,Lindsey Hôtel
699,shujalpur,IN,52.88,clear sky,23.4,76.7167,Krishna Sweets
700,manicore,BR,72.37,overcast clouds,-5.8092,-61.3003,Hotel Durval
701,bariri,BR,70.95,overcast clouds,-22.0744,-48.7403,San Francisco Hotel
702,sambava,MG,73.96,overcast clouds,-14.2667,50.1667,Melrose
703,valparaiso,CL,68.47,overcast clouds,-33.0393,-71.6273,Hotel Ultramar
705,wencheng,CN,43.43,light rain,33.0559,113.7978,Ruyi Hostel
706,nizwa,OM,60.17,clear sky,22.9333,57.5333,Orient Apartments
710,tual,ID,82.81,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
712,samarai,PG,81.09,broken clouds,-10.6167,150.6667,Nuli Sapi
714,nanfeng,CN,53.47,overcast clouds,23.7434,111.7959,Nanfeng Hotel
715,raghunathpur,IN,64.78,clear sky,23.55,86.6667,Joy Chandi Hill Resort
717,boali,CF,81.46,broken clouds,4.8005,18.1275,Auberge des Cocotiers Boali poste
718,turan,VN,71.58,broken clouds,16.0678,108.2208,Sun River Hotel
721,ponta delgada,PT,61.5,broken clouds,37.7333,-25.6667,Vila Nova Hotel
724,mahibadhoo,MV,80.85,broken clouds,3.7833,72.9667,Omadhoo Inn
726,greenville,US,67.95,scattered clouds,35.6127,-77.3663,the 5th Street Inn
727,guarda,PT,46.9,overcast clouds,40.5373,-7.2658,Hotel Lusitânia Congress & Spa
728,fukue,JP,51.15,scattered clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
